,instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2770,2771,30,Summer,2011,Apr,8,0,6,0,1,0.4,0.4091,0.54,0.2985,21,70,91
11523,11524,30,Summer,2012,Apr,8,0,1,1,1,0.4,0.4091,0.43,0.194,17,579,596
11524,11525,30,Summer,2012,Apr,9,0,1,1,2,0.4,0.4091,0.43,0.194,29,239,268
11525,11526,30,Summer,2012,Apr,10,0,1,1,2,0.42,0.4242,0.41,0.1642,41,116,157
11526,11527,30,Summer,2012,Apr,11,0,1,1,2,0.44,0.4394,0.44,0.1045,52,111,163
11527,11528,30,Summer,2012,Apr,12,0,1,1,2,0.44,0.4394,0.47,0.1343,45,180,225
11528,11529,30,Summer,2012,Apr,13,0,1,1,2,0.48,0.4697,0.51,0.0896,48,199,247
11537,11538,30,Summer,2012,Apr,22,0,1,1,2,0.52,0.5,0.55,0.1642,11,123,134
6436,6437,30,Winter,2011,Sep,18,0,5,1,1,0.58,0.5455,0.49,0.3582,62,449,511
6435,6436,30,Winter,2011,Sep,17,0,5,1,1,0.62,0.6212,0.53,0.194,94,497,591
6434,6435,30,Winter,2011,Sep,16,0,5,1,1,0.62,0.6212,0.53,0.2239,62,298,360
6420,6421,30,Winter,2011,Sep,2,0,5,1,1,0.52,0.5,0.83,0.1045,6,9,15
6421,6422,30,Winter,2011,Sep,3,0,5,1,1,0.52,0.5,0.83,0.1045,0,3,3
6422,6423,30,Winter,2011,Sep,4,0,5,1,1,0.52,0.5,0.83,0.194,2,6,8
6423,6424,30,Winter,2011,Sep,5,0,5,1,1,0.52,0.5,0.83,0.194,3,23,26
6424,6425,30,Winter,2011,Sep,6,0,5,1,1,0.52,0.5,0.83,0.2239,0,98,98
6425,6426,30,Winter,2011,Sep,7,0,5,1,1,0.52,0.5,0.83,0.2239,14,283,297
6426,6427,30,Winter,2011,Sep,8,0,5,1,1,0.54,0.5152,0.77,0.1343,31,425,456
6427,6428,30,Winter,2011,Sep,9,0,5,1,1,0.56,0.5303,0.73,0.194,23,214,237
6428,6429,30,Winter,2011,Sep,10,0,5,1,1,0.6,0.6061,0.64,0.0,46,122,168
6429,6430,30,Winter,2011,Sep,11,0,5,1,1,0.64,0.6212,0.57,0.0896,49,168,217
6431,6432,30,Winter,2011,Sep,13,0,5,1,2,0.66,0.6212,0.47,0.3284,72,194,266
6432,6433,30,Winter,2011,Sep,14,0,5,1,2,0.64,0.6212,0.47,0.2985,93,173,266
7137,7138,30,Winter,2011,Oct,0,0,0,0,1,0.22,0.2121,0.87,0.2239,7,47,54
7138,7139,30,Winter,2011,Oct,1,0,0,0,1,0.22,0.2121,0.87,0.2537,9,34,43
6433,6434,30,Winter,2011,Sep,15,0,5,1,1,0.64,0.6212,0.5,0.2836,52,193,245
11529,11530,30,Summer,2012,Apr,14,0,1,1,2,0.5,0.4848,0.55,0.1343,56,162,218
6418,6419,30,Winter,2011,Sep,0,0,5,1,1,0.52,0.5,0.83,0.1045,7,53,60
11515,11516,30,Summer,2012,Apr,0,0,1,1,1,0.44,0.4394,0.72,0.1045,12,36,48
11517,11518,30,Summer,2012,Apr,2,0,1,1,1,0.42,0.4242,0.71,0.1343,3,5,8
15203,15204,30,Winter,2012,Sep,16,0,0,0,1,0.64,0.6212,0.36,0.2239,202,446,648
15202,15203,30,Winter,2012,Sep,15,0,0,0,1,0.64,0.6212,0.36,0.2537,230,419,649
15201,15202,30,Winter,2012,Sep,14,0,0,0,1,0.62,0.6212,0.41,0.2537,208,404,612
15200,15201,30,Winter,2012,Sep,13,0,0,0,1,0.62,0.6212,0.41,0.2537,180,414,594
15199,15200,30,Winter,2012,Sep,12,0,0,0,1,0.62,0.6212,0.41,0.2985,206,474,680
15198,15199,30,Winter,2012,Sep,11,0,0,0,1,0.6,0.6212,0.43,0.2239,222,369,591
15204,15205,30,Winter,2012,Sep,17,0,0,0,1,0.62,0.6212,0.35,0.2836,195,380,575
15196,15197,30,Winter,2012,Sep,9,0,0,0,1,0.52,0.5,0.63,0.1045,74,211,285
15195,15196,30,Winter,2012,Sep,8,0,0,0,1,0.48,0.4697,0.67,0.1045,18,126,144
15205,15206,30,Winter,2012,Sep,18,0,0,0,1,0.52,0.5,0.59,0.4478,91,310,401
4243,4244,30,Fall,2011,Jun,17,0,4,1,1,0.78,0.6818,0.27,0.3582,98,496,594
4244,4245,30,Fall,2011,Jun,18,0,4,1,1,0.76,0.6667,0.29,0.2537,114,472,586
4245,4246,30,Fall,2011,Jun,19,0,4,1,1,0.74,0.6515,0.33,0.194,89,366,455
4246,4247,30,Fall,2011,Jun,20,0,4,1,1,0.74,0.6515,0.33,0.194,55,285,340
15197,15198,30,Winter,2012,Sep,10,0,0,0,1,0.58,0.5455,0.46,0.1642,160,319,479
15206,15207,30,Winter,2012,Sep,19,0,0,0,3,0.5,0.4848,0.72,0.1343,34,223,257
15207,15208,30,Winter,2012,Sep,20,0,0,0,3,0.5,0.4848,0.72,0.1343,31,163,194
15208,15209,30,Winter,2012,Sep,21,0,0,0,1,0.5,0.4848,0.68,0.0,19,104,123
11518,11519,30,Summer,2012,Apr,3,0,1,1,1,0.4,0.4091,0.76,0.1642,0,4,4
11530,11531,30,Summer,2012,Apr,15,0,1,1,2,0.52,0.5,0.55,0.1045,55,176,231
11531,11532,30,Summer,2012,Apr,16,0,1,1,1,0.56,0.5303,0.6,0.194,44,303,347
11532,11533,30,Summer,2012,Apr,17,0,1,1,1,0.56,0.5303,0.6,0.1642,66,617,683
11533,11534,30,Summer,2012,Apr,18,0,1,1,2,0.56,0.5303,0.6,0.2239,53,611,664
11534,11535,30,Summer,2012,Apr,19,0,1,1,2,0.54,0.5152,0.64,0.2537,51,420,471
11535,11536,30,Summer,2012,Apr,20,0,1,1,2,0.52,0.5,0.59,0.194,28,281,309
11536,11537,30,Summer,2012,Apr,21,0,1,1,2,0.52,0.5,0.59,0.194,26,195,221
11538,11539,30,Summer,2012,Apr,23,0,1,1,2,0.52,0.5,0.55,0.2239,10,50,60
11522,11523,30,Summer,2012,Apr,7,0,1,1,1,0.4,0.4091,0.5,0.194,6,343,349
11521,11522,30,Summer,2012,Apr,6,0,1,1,1,0.4,0.4091,0.47,0.194,2,121,123
11520,11521,30,Summer,2012,Apr,5,0,1,1,1,0.38,0.3939,0.62,0.2537,1,19,20
11519,11520,30,Summer,2012,Apr,4,0,1,1,1,0.38,0.3939,0.62,0.2537,0,2,2
15210,15211,30,Winter,2012,Sep,23,0,0,0,1,0.48,0.4697,0.72,0.0896,8,49,57
15209,15210,30,Winter,2012,Sep,22,0,0,0,1,0.48,0.4697,0.72,0.0,15,76,91
11516,11517,30,Summer,2012,Apr,1,0,1,1,1,0.42,0.4242,0.77,0.0896,9,15,24
5698,5699,30,Fall,2011,Aug,21,0,2,1,1,0.64,0.6061,0.65,0.0896,43,180,223
14451,14452,30,Fall,2012,Aug,8,0,4,1,1,0.66,0.6212,0.65,0.0,53,701,754
5696,5697,30,Fall,2011,Aug,19,0,2,1,1,0.66,0.6212,0.5,0.0896,68,397,465
16627,16628,30,Winter,2012,Nov,14,0,5,1,2,0.4,0.4091,0.4,0.1045,26,225,251
4963,4964,30,Fall,2011,Jul,17,0,6,0,1,0.9,0.7879,0.29,0.1045,93,209,302
4965,4966,30,Fall,2011,Jul,19,0,6,0,1,0.74,0.6515,0.33,0.2239,101,155,256
16636,16637,30,Winter,2012,Nov,23,0,5,1,2,0.3,0.3182,0.75,0.0896,11,99,110
16635,16636,30,Winter,2012,Nov,22,0,5,1,1,0.3,0.3333,0.75,0.0,18,145,163
16634,16635,30,Winter,2012,Nov,21,0,5,1,1,0.3,0.3182,0.75,0.0896,14,169,183
5697,5698,30,Fall,2011,Aug,20,0,2,1,1,0.66,0.6212,0.5,0.0,39,259,298
4954,4955,30,Fall,2011,Jul,8,0,6,0,1,0.78,0.7424,0.59,0.2239,27,87,114
4955,4956,30,Fall,2011,Jul,9,0,6,0,1,0.82,0.7576,0.46,0.2985,49,125,174
17333,17334,30,Spring,2012,Dec,2,0,0,0,2,0.26,0.2424,0.56,0.2836,0,19,19
17334,17335,30,Spring,2012,Dec,3,0,0,0,2,0.26,0.2273,0.56,0.4179,1,14,15
17335,17336,30,Spring,2012,Dec,4,0,0,0,2,0.26,0.2576,0.56,0.2239,0,7,7
17336,17337,30,Spring,2012,Dec,5,0,0,0,2,0.26,0.2273,0.48,0.2985,0,2,2
17337,17338,30,Spring,2012,Dec,6,0,0,0,2,0.24,0.197,0.52,0.4179,1,7,8
17338,17339,30,Spring,2012,Dec,7,0,0,0,1,0.24,0.2121,0.56,0.3582,0,13,13
17340,17341,30,Spring,2012,Dec,9,0,0,0,1,0.24,0.2121,0.52,0.3881,9,65,74
17332,17333,30,Spring,2012,Dec,1,0,0,0,2,0.26,0.2273,0.56,0.4179,1,27,28
17331,17332,30,Spring,2012,Dec,0,0,0,0,2,0.26,0.2576,0.6,0.1642,0,41,41
17341,17342,30,Spring,2012,Dec,10,0,0,0,1,0.26,0.2121,0.41,0.5821,31,91,122
17339,17340,30,Spring,2012,Dec,8,0,0,0,1,0.24,0.197,0.52,0.4627,1,32,33
645,646,30,Spring,2011,Jan,4,0,0,0,1,0.14,0.2121,0.93,0.0,0,1,1
647,648,30,Spring,2011,Jan,7,0,0,0,1,0.14,0.2121,0.86,0.0,0,3,3
641,642,30,Spring,2011,Jan,0,0,0,0,1,0.16,0.1818,0.8,0.1045,0,33,33
642,643,30,Spring,2011,Jan,1,0,0,0,1,0.14,0.2121,0.8,0.0,7,22,29
643,644,30,Spring,2011,Jan,2,0,0,0,1,0.16,0.2273,0.8,0.0,1,10,11
4946,4947,30,Fall,2011,Jul,0,0,6,0,1,0.76,0.697,0.55,0.194,60,73,133
644,645,30,Spring,2011,Jan,3,0,0,0,1,0.14,0.2121,0.93,0.0,1,7,8
4947,4948,30,Fall,2011,Jul,1,0,6,0,1,0.76,0.697,0.55,0.0896,15,75,90
4949,4950,30,Fall,2011,Jul,3,0,6,0,1,0.74,0.6818,0.62,0.1642,18,25,43
14454,14455,30,Fall,2012,Aug,11,0,4,1,1,0.76,0.6818,0.4,0.0896,85,191,276
14455,14456,30,Fall,2012,Aug,12,0,4,1,1,0.76,0.6818,0.45,0.1343,73,221,294
14452,14453,30,Fall,2012,Aug,9,0,4,1,1,0.7,0.6515,0.58,0.0,57,339,396
16632,16633,30,Winter,2012,Nov,19,0,5,1,1,0.32,0.3485,0.66,0.0,18,359,377
16626,16627,30,Winter,2012,Nov,13,0,5,1,2,0.4,0.4091,0.4,0.1642,21,241,262
16625,16626,30,Winter,2012,Nov,12,0,5,1,2,0.38,0.3939,0.46,0.0,25,243,268
16616,16617,30,Winter,2012,Nov,3,0,5,1,1,0.24,0.2879,0.75,0.0,0,4,4
16613,16614,30,Winter,2012,Nov,0,0,5,1,1,0.26,0.2576,0.7,0.1642,4,48,52
16614,16615,30,Winter,2012,Nov,1,0,5,1,1,0.24,0.2576,0.7,0.0896,2,17,19
16615,16616,30,Winter,2012,Nov,2,0,5,1,1,0.24,0.2879,0.75,0.0,2,10,12
16617,16618,30,Winter,2012,Nov,4,0,5,1,1,0.22,0.2727,0.75,0.0,0,3,3
16624,16625,30,Winter,2012,Nov,11,0,5,1,2,0.34,0.3485,0.53,0.0896,31,170,201
16618,16619,30,Winter,2012,Nov,5,0,5,1,1,0.2,0.2576,0.8,0.0,1,39,40
16619,16620,30,Winter,2012,Nov,6,0,5,1,1,0.2,0.2576,0.86,0.0,2,104,106
16620,16621,30,Winter,2012,Nov,7,0,5,1,1,0.22,0.2727,0.8,0.0,6,346,352
16621,16622,30,Winter,2012,Nov,8,0,5,1,2,0.22,0.2576,0.8,0.0896,20,709,729
16622,16623,30,Winter,2012,Nov,9,0,5,1,1,0.24,0.2576,0.75,0.0896,17,313,330
16623,16624,30,Winter,2012,Nov,10,0,5,1,2,0.3,0.3333,0.65,0.0,10,159,169
4953,4954,30,Fall,2011,Jul,7,0,6,0,1,0.76,0.7273,0.66,0.194,3,39,42
4966,4967,30,Fall,2011,Jul,20,0,6,0,1,0.82,0.7424,0.43,0.1343,74,132,206
4969,4970,30,Fall,2011,Jul,23,0,6,0,1,0.76,0.697,0.55,0.0896,63,114,177
4968,4969,30,Fall,2011,Jul,22,0,6,0,1,0.78,0.7121,0.52,0.1045,80,129,209
4967,4968,30,Fall,2011,Jul,21,0,6,0,1,0.8,0.7424,0.49,0.1642,82,123,205
4964,4965,30,Fall,2011,Jul,18,0,6,0,1,0.88,0.7576,0.28,0.194,92,207,299
4950,4951,30,Fall,2011,Jul,4,0,6,0,1,0.72,0.6818,0.66,0.1642,4,6,10
4948,4949,30,Fall,2011,Jul,2,0,6,0,1,0.76,0.697,0.55,0.1045,11,31,42
646,647,30,Spring,2011,Jan,5,0,0,0,1,0.14,0.2121,0.86,0.0,0,3,3
17347,17348,30,Spring,2012,Dec,16,0,0,0,1,0.28,0.2424,0.38,0.4179,31,102,133
17348,17349,30,Spring,2012,Dec,17,0,0,0,1,0.26,0.2273,0.41,0.3284,26,97,123
8600,8601,30,Spring,2011,Dec,3,0,5,1,1,0.24,0.2576,0.7,0.1045,0,6,6
8601,8602,30,Spring,2011,Dec,4,0,5,1,1,0.24,0.2576,0.7,0.0896,0,2,2
8602,8603,30,Spring,2011,Dec,5,0,5,1,1,0.22,0.2576,0.75,0.0896,0,10,10
8603,8604,30,Spring,2011,Dec,6,0,5,1,1,0.24,0.2576,0.7,0.0896,1,31,32
8605,8606,30,Spring,2011,Dec,8,0,5,1,2,0.24,0.2576,0.75,0.0896,12,193,205
14443,14444,30,Fall,2012,Aug,0,0,4,1,1,0.64,0.6061,0.69,0.0,14,51,65
14444,14445,30,Fall,2012,Aug,1,0,4,1,1,0.64,0.6061,0.65,0.0,6,17,23
14445,14446,30,Fall,2012,Aug,2,0,4,1,1,0.62,0.5909,0.73,0.0,3,14,17
14449,14450,30,Fall,2012,Aug,6,0,4,1,1,0.6,0.5606,0.83,0.1642,8,155,163
14448,14449,30,Fall,2012,Aug,5,0,4,1,1,0.62,0.5909,0.73,0.0,2,33,35
14447,14448,30,Fall,2012,Aug,4,0,4,1,1,0.62,0.5909,0.73,0.0,4,4,8
14446,14447,30,Fall,2012,Aug,3,0,4,1,1,0.62,0.5909,0.73,0.0,0,5,5
4956,4957,30,Fall,2011,Jul,10,0,6,0,1,0.82,0.7424,0.41,0.2985,79,182,261
4957,4958,30,Fall,2011,Jul,11,0,6,0,1,0.84,0.7424,0.36,0.194,111,206,317
4958,4959,30,Fall,2011,Jul,12,0,6,0,1,0.84,0.7273,0.32,0.1642,111,230,341
4959,4960,30,Fall,2011,Jul,13,0,6,0,1,0.88,0.7576,0.29,0.0,125,183,308
4960,4961,30,Fall,2011,Jul,14,0,6,0,1,0.9,0.7879,0.29,0.0,112,193,305
4961,4962,30,Fall,2011,Jul,15,0,6,0,1,0.9,0.803,0.31,0.1343,113,189,302
4962,4963,30,Fall,2011,Jul,16,0,6,0,1,0.9,0.7879,0.27,0.2239,126,176,302
4952,4953,30,Fall,2011,Jul,6,0,6,0,1,0.72,0.6818,0.7,0.2985,6,18,24
3500,3501,30,Summer,2011,May,18,1,1,0,1,0.86,0.7879,0.41,0.1642,77,172,249
10786,10787,30,Summer,2012,Mar,13,0,5,1,3,0.4,0.4091,0.5,0.0,44,198,242
10785,10786,30,Summer,2012,Mar,12,0,5,1,2,0.38,0.3939,0.54,0.0,62,208,270
10784,10785,30,Summer,2012,Mar,11,0,5,1,2,0.36,0.3788,0.53,0.0,48,153,201
10783,10784,30,Summer,2012,Mar,10,0,5,1,2,0.36,0.3636,0.57,0.1045,50,137,187
8599,8600,30,Spring,2011,Dec,2,0,5,1,1,0.24,0.2576,0.7,0.1045,2,10,12
8598,8599,30,Spring,2011,Dec,1,0,5,1,1,0.26,0.2879,0.65,0.0896,9,11,20
8597,8598,30,Spring,2011,Dec,0,0,5,1,1,0.28,0.2879,0.7,0.1343,4,26,30
8610,8611,30,Spring,2011,Dec,13,0,5,1,2,0.36,0.3485,0.53,0.1343,53,154,207
17349,17350,30,Spring,2012,Dec,18,0,0,0,2,0.24,0.2121,0.44,0.2985,12,113,125
17350,17351,30,Spring,2012,Dec,19,0,0,0,1,0.34,0.3636,0.61,0.0,16,86,102
17351,17352,30,Spring,2012,Dec,20,0,0,0,1,0.22,0.197,0.47,0.3284,9,63,72
17352,17353,30,Spring,2012,Dec,21,0,0,0,1,0.2,0.2121,0.51,0.1642,5,42,47
17353,17354,30,Spring,2012,Dec,22,0,0,0,1,0.2,0.197,0.55,0.194,6,30,36
17354,17355,30,Spring,2012,Dec,23,0,0,0,1,0.2,0.197,0.51,0.2239,10,39,49
17346,17347,30,Spring,2012,Dec,15,0,0,0,1,0.28,0.2576,0.38,0.3284,37,101,138
17345,17346,30,Spring,2012,Dec,14,0,0,0,1,0.3,0.2727,0.36,0.4627,39,121,160
17343,17344,30,Spring,2012,Dec,12,0,0,0,1,0.28,0.2273,0.36,0.5821,47,97,144
17342,17343,30,Spring,2012,Dec,11,0,0,0,1,0.26,0.2273,0.41,0.4179,33,103,136
17344,17345,30,Spring,2012,Dec,13,0,0,0,1,0.3,0.2576,0.36,0.6567,49,120,169
8615,8616,30,Spring,2011,Dec,18,0,5,1,1,0.36,0.3485,0.62,0.1343,19,163,182
14464,14465,30,Fall,2012,Aug,21,0,4,1,1,0.72,0.6818,0.66,0.1343,32,275,307
8616,8617,30,Spring,2011,Dec,19,0,5,1,2,0.34,0.303,0.49,0.4179,16,96,112
8618,8619,30,Spring,2011,Dec,21,0,5,1,2,0.36,0.3636,0.66,0.1045,11,84,95
8619,8620,30,Spring,2011,Dec,22,0,5,1,2,0.34,0.3333,0.71,0.1642,7,78,85
8620,8621,30,Spring,2011,Dec,23,0,5,1,2,0.36,0.3333,0.66,0.2537,13,60,73
8612,8613,30,Spring,2011,Dec,15,0,5,1,1,0.42,0.4242,0.44,0.0,56,236,292
8613,8614,30,Spring,2011,Dec,16,0,5,1,1,0.42,0.4242,0.47,0.194,36,247,283
8611,8612,30,Spring,2011,Dec,14,0,5,1,2,0.4,0.4091,0.47,0.0896,67,178,245
8614,8615,30,Spring,2011,Dec,17,0,5,1,1,0.38,0.3939,0.54,0.1642,54,188,242
8608,8609,30,Spring,2011,Dec,11,0,5,1,1,0.32,0.3182,0.66,0.194,45,126,171
8609,8610,30,Spring,2011,Dec,12,0,5,1,1,0.32,0.3333,0.57,0.1343,38,159,197
8607,8608,30,Spring,2011,Dec,10,0,5,1,1,0.3,0.2879,0.65,0.2537,10,108,118
8606,8607,30,Spring,2011,Dec,9,0,5,1,1,0.26,0.303,0.75,0.0,19,175,194
8604,8605,30,Spring,2011,Dec,7,0,5,1,1,0.24,0.2576,0.75,0.0896,3,92,95
8617,8618,30,Spring,2011,Dec,20,0,5,1,2,0.34,0.3485,0.66,0.1045,16,75,91
14456,14457,30,Fall,2012,Aug,13,0,4,1,1,0.76,0.6818,0.48,0.1045,76,214,290
4951,4952,30,Fall,2011,Jul,5,0,6,0,1,0.72,0.6818,0.7,0.2836,4,9,13
5694,5695,30,Fall,2011,Aug,17,0,2,1,1,0.72,0.6515,0.42,0.194,62,549,611
5692,5693,30,Fall,2011,Aug,15,0,2,1,1,0.74,0.6515,0.35,0.2239,34,162,196
5691,5692,30,Fall,2011,Aug,14,0,2,1,1,0.74,0.6515,0.33,0.1642,58,151,209
5690,5691,30,Fall,2011,Aug,13,0,2,1,1,0.74,0.6515,0.35,0.1045,59,170,229
5689,5690,30,Fall,2011,Aug,12,0,2,1,1,0.72,0.6515,0.37,0.0,65,172,237
14459,14460,30,Fall,2012,Aug,16,0,4,1,1,0.8,0.7273,0.43,0.1642,77,405,482
5695,5696,30,Fall,2011,Aug,18,0,2,1,1,0.7,0.6364,0.45,0.1642,60,516,576
9350,9351,30,Spring,2012,Jan,12,0,1,1,1,0.26,0.2273,0.35,0.3881,5,129,134
13699,13700,30,Fall,2012,Jul,0,0,1,1,1,0.7,0.6667,0.74,0.0896,12,46,58
14458,14459,30,Fall,2012,Aug,15,0,4,1,1,0.8,0.7273,0.46,0.1642,99,239,338
14460,14461,30,Fall,2012,Aug,17,0,4,1,1,0.82,0.7273,0.34,0.2239,93,751,844
13700,13701,30,Fall,2012,Jul,1,0,1,1,1,0.7,0.6667,0.74,0.0,4,15,19
5693,5694,30,Fall,2011,Aug,16,0,2,1,1,0.74,0.6515,0.37,0.1642,42,295,337
14461,14462,30,Fall,2012,Aug,18,0,4,1,1,0.8,0.7121,0.38,0.1343,109,744,853
14462,14463,30,Fall,2012,Aug,19,0,4,1,1,0.76,0.6818,0.48,0.1343,78,532,610
14457,14458,30,Fall,2012,Aug,14,0,4,1,1,0.76,0.6818,0.48,0.1343,74,199,273
14463,14464,30,Fall,2012,Aug,20,0,4,1,1,0.74,0.6818,0.58,0.1642,68,403,471
14465,14466,30,Fall,2012,Aug,22,0,4,1,1,0.7,0.6515,0.7,0.0,38,253,291
14466,14467,30,Fall,2012,Aug,23,0,4,1,1,0.7,0.6667,0.74,0.1045,19,133,152
14468,14469,31,Fall,2012,Aug,1,0,5,1,1,0.68,0.6364,0.83,0.1642,8,24,32
8626,8627,31,Spring,2011,Dec,5,0,6,0,2,0.36,0.3485,0.76,0.2239,1,0,1
8625,8626,31,Spring,2011,Dec,4,0,6,0,1,0.38,0.3939,0.71,0.2239,1,9,10
8624,8625,31,Spring,2011,Dec,3,0,6,0,2,0.4,0.4091,0.62,0.2836,1,17,18
8623,8624,31,Spring,2011,Dec,2,0,6,0,2,0.4,0.4091,0.62,0.2836,1,27,28
8621,8622,31,Spring,2011,Dec,0,0,6,0,2,0.38,0.3939,0.62,0.3284,7,37,44
8627,8628,31,Spring,2011,Dec,6,0,6,0,2,0.4,0.4091,0.71,0.0896,1,5,6
8629,8630,31,Spring,2011,Dec,8,0,6,0,1,0.34,0.3333,0.81,0.1343,7,42,49
8630,8631,31,Spring,2011,Dec,9,0,6,0,1,0.38,0.3939,0.76,0.0,18,72,90
8632,8633,31,Spring,2011,Dec,11,0,6,0,1,0.42,0.4242,0.71,0.1642,65,152,217
8622,8623,31,Spring,2011,Dec,1,0,6,0,2,0.4,0.4091,0.62,0.2836,4,31,35
8628,8629,31,Spring,2011,Dec,7,0,6,0,3,0.38,0.3939,0.76,0.0,6,13,19
671,672,31,Spring,2011,Jan,7,0,1,1,2,0.16,0.1364,0.64,0.2836,1,71,72
13724,13725,31,Fall,2012,Jul,1,0,2,1,1,0.66,0.6061,0.83,0.1343,3,18,21
3515,3516,31,Summer,2011,May,9,0,2,1,1,0.8,0.7576,0.55,0.1343,22,153,175
3514,3515,31,Summer,2011,May,8,0,2,1,1,0.78,0.7424,0.59,0.1343,34,372,406
3513,3514,31,Summer,2011,May,7,0,2,1,1,0.74,0.697,0.66,0.1045,16,219,235
14476,14477,31,Fall,2012,Aug,9,0,5,1,1,0.74,0.697,0.7,0.0,61,337,398
687,688,31,Spring,2011,Jan,23,0,1,1,2,0.16,0.197,0.64,0.0896,2,15,17
3516,3517,31,Summer,2011,May,10,0,2,1,1,0.82,0.7879,0.56,0.1343,37,72,109
5708,5709,31,Fall,2011,Aug,7,0,3,1,1,0.6,0.5758,0.78,0.0,12,316,328
5706,5707,31,Fall,2011,Aug,5,0,3,1,1,0.54,0.5152,0.83,0.0896,2,25,27
14473,14474,31,Fall,2012,Aug,6,0,5,1,2,0.64,0.5758,0.89,0.1642,7,101,108
14472,14473,31,Fall,2012,Aug,5,0,5,1,1,0.64,0.5758,0.89,0.1642,2,27,29
14471,14472,31,Fall,2012,Aug,4,0,5,1,1,0.64,0.5758,0.89,0.1343,0,7,7
14470,14471,31,Fall,2012,Aug,3,0,5,1,1,0.66,0.5909,0.89,0.1045,3,2,5
14469,14470,31,Fall,2012,Aug,2,0,5,1,1,0.66,0.5909,0.89,0.1343,9,11,20
14467,14468,31,Fall,2012,Aug,0,0,5,1,1,0.68,0.6364,0.83,0.1642,13,69,82
14475,14476,31,Fall,2012,Aug,8,0,5,1,2,0.7,0.6667,0.74,0.0,36,654,690
3523,3524,31,Summer,2011,May,17,0,2,1,1,0.84,0.803,0.53,0.2239,67,428,495
2044,2045,31,Summer,2011,Mar,1,0,4,1,3,0.24,0.2273,0.93,0.194,1,4,5
667,668,31,Spring,2011,Jan,3,0,1,1,1,0.22,0.2273,0.64,0.194,0,2,2
10801,10802,31,Summer,2012,Mar,4,0,6,0,1,0.42,0.4242,0.77,0.4179,4,4,8
668,669,31,Spring,2011,Jan,4,0,1,1,1,0.2,0.197,0.59,0.2239,0,2,2
669,670,31,Spring,2011,Jan,5,0,1,1,1,0.18,0.1667,0.64,0.2836,0,8,8
17357,17358,31,Spring,2012,Dec,2,0,1,1,1,0.16,0.1667,0.59,0.1642,3,8,11
17356,17357,31,Spring,2012,Dec,1,0,1,1,1,0.18,0.1818,0.55,0.194,6,13,19
17355,17356,31,Spring,2012,Dec,0,0,1,1,1,0.18,0.1818,0.55,0.194,4,30,34
670,671,31,Spring,2011,Jan,6,0,1,1,1,0.16,0.1364,0.69,0.3284,0,37,37
17362,17363,31,Spring,2012,Dec,7,0,1,1,1,0.16,0.1818,0.64,0.1343,2,83,85
672,673,31,Spring,2011,Jan,8,0,1,1,2,0.16,0.1364,0.59,0.2836,3,182,185
7176,7177,31,Winter,2011,Oct,15,0,1,1,1,0.44,0.4394,0.47,0.1642,27,141,168
7177,7178,31,Winter,2011,Oct,16,0,1,1,1,0.42,0.4242,0.54,0.1642,30,242,272
7178,7179,31,Winter,2011,Oct,17,0,1,1,1,0.42,0.4242,0.54,0.1343,44,442,486
7179,7180,31,Winter,2011,Oct,18,0,1,1,1,0.4,0.4091,0.66,0.0896,30,392,422
7180,7181,31,Winter,2011,Oct,19,0,1,1,1,0.4,0.4091,0.66,0.0896,12,226,238
7181,7182,31,Winter,2011,Oct,20,0,1,1,1,0.4,0.4091,0.66,0.0896,18,154,172
7182,7183,31,Winter,2011,Oct,21,0,1,1,2,0.36,0.3485,0.76,0.194,7,109,116
7183,7184,31,Winter,2011,Oct,22,0,1,1,2,0.36,0.3485,0.76,0.194,8,77,85
5716,5717,31,Fall,2011,Aug,15,0,3,1,1,0.74,0.6515,0.4,0.1343,34,138,172
17363,17364,31,Spring,2012,Dec,8,0,1,1,1,0.14,0.1515,0.69,0.1343,9,187,196
17364,17365,31,Spring,2012,Dec,9,0,1,1,2,0.18,0.2121,0.64,0.1045,13,144,157
17365,17366,31,Spring,2012,Dec,10,0,1,1,2,0.2,0.2121,0.69,0.1343,33,87,120
2045,2046,31,Summer,2011,Mar,2,0,4,1,3,0.24,0.2273,0.93,0.194,0,5,5
5715,5716,31,Fall,2011,Aug,14,0,3,1,1,0.74,0.6515,0.4,0.1343,48,148,196
664,665,31,Spring,2011,Jan,0,0,1,1,2,0.24,0.2273,0.65,0.2239,1,6,7
665,666,31,Spring,2011,Jan,1,0,1,1,1,0.22,0.2121,0.64,0.2537,2,5,7
17358,17359,31,Spring,2012,Dec,3,0,1,1,1,0.16,0.1818,0.59,0.1045,0,1,1
666,667,31,Spring,2011,Jan,2,0,1,1,1,0.22,0.2273,0.64,0.194,0,1,1
17359,17360,31,Spring,2012,Dec,4,0,1,1,1,0.14,0.1667,0.69,0.1045,0,3,3
17361,17362,31,Spring,2012,Dec,6,0,1,1,1,0.16,0.1667,0.64,0.1642,0,40,40
17376,17377,31,Spring,2012,Dec,21,0,1,1,1,0.26,0.2576,0.6,0.1642,7,83,90
17375,17376,31,Spring,2012,Dec,20,0,1,1,2,0.26,0.2576,0.6,0.1642,8,81,89
